IDENTIFIKA»NÕ »ÕSLO,DRUH POZEMNÕ KOMUNIKACE,»ÕSLO POZEMNÕ KOMUNIKACE,"den, mÏsÌc, rok",,Ëas ,DRUH NEHODY,DRUH SR¡éKY JEDOUCÕCH VOZIDEL,DRUH PEVN… PÿEK¡éKY,CHARAKTER NEHODY,ZAVINÃNÕ NEHODY,ALKOHOL U VINÕKA NEHODY PÿÕTOMEN,HLAVNÕ PÿÕ»INY NEHODY,usmrceno osob,tÏûce zranÏno osob,lehce zranÏno osob,CELKOV¡ HMOTN¡ äKODA,DRUH POVRCHU VOZOVKY,STAV POVRCHU VOZOVKY V DOBÃ NEHODY,STAV KOMUNIKACE,POVÃTRNOSTNÕ PODMÕNKY V DOBÃ NEHODY,VIDITELNOST,ROZHLEDOV… POMÃRY,DÃLENÕ KOMUNIKACE,SITUOV¡NÕ NEHODY NA KOMUNIKACI,ÿÕZENÕ PROVOZU V DOBÃ NEHODY,MÕSTNÕ ⁄PRAVA PÿEDNOSTI V JÕZDÃ,SPECIFICK¡ MÕSTA A OBJEKTY V MÕSTÃ NEHODY,SMÃROV… POMÃRY,PO»ET Z⁄»ASTNÃN›CH VOZIDEL,MÕSTO DOPRAVNÕ NEHODY,DRUH KÿIéUJÕCÕ KOMUNIKACE,DRUH VOZIDLA,V›ROBNÕ ZNA»KA MOTOROV…HO VOZIDLA,ROK V›ROBY VOZIDLA,CHARAKTERISTIKA VOZIDLA ,SMYK,VOZIDLO PO NEHODÃ,"⁄NIK PROVOZNÕCH, PÿEPRAVOVAN›CH HMOT",ZPŸSOB VYPROäTÃNÕ OSOB Z VOZIDLA,SMÃR JÕZDY NEBO POSTAVENÕ VOZIDLA,äKODA NA VOZIDLE,KATEGORIE ÿIDI»E,STAV ÿIDI»E,VNÃJäÕ OVLIVNÃNÕ ÿIDI»E,nan.1,nan.2,nan.3,nan.4,nan.5,nan.6,nan.7,nan.8,nan.9,nan.10,nan.11,nan.12,nan.13,nan.14,nan.15,nan.16,nan.17,nan.18,LOKALITA NEHODY
30506190052,3,1772.0,2019-01-23,3,720,5,0,0,2,4,0,100,0,0,0,100,2,1,1,1,2,1,1,1,0,0,0,1,1,0,,3,25.0,07,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,"-815052,826","-1080506,993","-815052,826","-1080506,993","-815055,113","-1080507,788",,,,silnice3.t¯Ìdy,1772,1846607,,OpaËn˝kesmÏru˙seku,Pomal˝,558427.0,,GN_V0.1UIR-ADR_410,2
30506190053,5,,2019-01-23,3,1445,1,4,0,1,1,2,201,0,0,2,2600,2,1,1,1,1,1,3,1,0,0,0,1,4,0,,8,59.0,00,2.0,0.0,1.0,1.0,1.0,1.0,1000,4.0,1.0,1.0,,,"-820824,5","-1069839,469","-820824,577","-1069841,481",PLZE“4-V›CHODNÕPÿEDMÃSTÕ,UPrazdroje,,mÌstnÌkomunikace,26,715433,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,398942.0,GN_V0.1UIR-ADR_410,1
30506190054,5,,2019-01-11,5,925,1,4,0,1,1,2,204,0,0,1,400,2,3,1,1,1,1,1,1,3,3,0,5,2,10,,5,32.0,15,3.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,"-820514,022","-1072300,699","-820514,022","-1072300,699","-820501,322","-1072296,919",PLZE“2-V›CHODNÕPÿEDMÃSTÕ,Skladov·xSlovansk·alej,,mÌstnÌkomunikace,,372264,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,400491.0,GN_V0.1UIR-ADR_410,1
30506190055,3,,2019-01-23,3,1936,5,0,0,2,4,0,100,0,0,0,610,2,5,1,1,6,1,1,1,0,0,0,1,1,0,,3,38.0,18,1.0,0.0,1.0,0.0,1.0,1.0,600,2.0,1.0,1.0,,,"-817867,766","-1072395,483","-817867,645","-1072395,222",,,,silnice3.t¯Ìdy,18019,1344853,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,,GN_V0.1UIR-ADR_410,2
30506190056,6,,2019-01-24,4,755,3,0,2,2,1,2,204,0,0,0,200,2,3,1,1,1,1,1,1,3,3,0,4,1,10,,3,13.0,01,1.0,0.0,1.0,0.0,1.0,5.0,150,2.0,1.0,1.0,,,"-813001,143","-1065331,033","-813000,843","-1065331,75",Chr·st,t¯.»s.odbojexBen·tsk·,,silnice2.t¯Ìdy,233,347932,,OpaËn˝kesmÏru˙seku,Pomal˝,558966.0,402311.0,GN_V0.1UIR-ADR_410,1
30506190057,1,20.0,2019-01-24,4,2100,5,0,0,2,4,0,100,0,0,0,310,2,1,1,1,6,1,1,1,0,0,0,1,1,0,,3,39.0,10,1.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-819211,142","-1077066,798","-819211,142","-1077066,798","-819207,299","-1077065,154",,,,silnice1.t¯Ìdy,20,386210,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,,GN_V0.1UIR-ADR_410,2
30506190058,6,,2019-01-25,5,1107,3,0,6,2,1,2,511,0,0,0,410,2,3,1,1,1,1,1,1,0,0,0,1,1,0,,3,48.0,16,1.0,0.0,1.0,0.0,1.0,5.0,400,2.0,1.0,1.0,,,"-822873,459","-1067365,069","-822872,551","-1067386,235",PLZE“1-SEVERNÕPÿEDMÃSTÕ,alejSvobody,,mÌstnÌkomunikace,,1559900,,,Pomal˝,554791.0,391875.0,GN_V0.1UIR-ADR_410,1
30506190059,8,,2019-01-26,6,755,3,0,3,2,1,2,204,0,0,0,100,2,6,1,5,1,1,1,1,3,3,5,3,1,0,,3,39.0,07,1.0,1.0,1.0,0.0,1.0,5.0,50,2.0,1.0,1.0,,,"-822312,625","-1069259,544","-822312,637","-1069259,528",PLZE“1-SEVERNÕPÿEDMÃSTÕ,Napo¯ÌËÌ,,mÌstnÌkomunikace,,359716,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,395765.0,GN_V0.1UIR-ADR_410,1
30506190060,6,,2019-01-27,0,1954,4,0,0,1,3,2,100,0,0,1,0,1,3,1,1,4,1,0,7,3,3,0,4,1,10,,10,0.0,,5.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,"-822581,898","-1069806,919","-822593,183","-1069768,231","-822591,621","-1069768,85",PLZE“3-VNITÿNÕMÃSTO,Preöovsk·xSedl·Ëkova,,mÌstnÌkomunikace,,715414,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,397679.0,GN_V0.1UIR-ADR_410,1
30506190061,1,20.0,2019-01-29,2,601,5,0,0,2,4,0,100,0,0,0,400,2,5,1,1,6,1,1,1,0,0,0,1,1,0,,3,39.0,12,1.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,,,"-819480,433","-1075989,28","-819475,664","-1075990,071",,,,silnice1.t¯Ìdy,20,1439925,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,396346.0,GN_V0.1UIR-ADR_410,2
30506190062,5,,2019-01-29,2,1109,1,4,0,1,1,2,201,0,0,1,1600,2,1,1,1,1,1,1,1,0,0,1,1,2,0,,7,40.0,07,2.0,0.0,1.0,0.0,1.0,5.0,600,3.0,1.0,1.0,,,"-821231,679","-1065391,921","-821233,512","-1065392,157",PLZE“1-BOLEVEC,Plask·,,silnice1.t¯Ìdy,27,1555926,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,396702.0,GN_V0.1UIR-ADR_410,1
30506190063,4,,2019-01-29,2,1618,8,3,0,1,1,2,405,0,0,1,900,2,3,1,1,1,1,5,7,3,3,0,5,2,19,,3,25.0,09,3.0,0.0,1.0,0.0,1.0,17.0,500,2.0,1.0,1.0,,,"-823326,933","-1071651,212","-823326,406","-1071651,767",PLZE“3-JIéNÕPÿEDMÃSTÕ,Klatovsk·t¯Ìda,,mÌstnÌkomunikace,27,1657639,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,664162.0,GN_V0.1UIR-ADR_410,1
30506190064,4,,2019-01-31,4,745,3,0,3,2,1,2,201,0,0,0,100,2,1,1,1,1,1,1,1,3,5,0,4,1,10,,3,4.0,09,1.0,0.0,1.0,0.0,1.0,15.0,50,2.0,1.0,1.0,,,"-823265,883","-1070321,653","-823266,205","-1070322,396",PLZE“3-JIéNÕPÿEDMÃSTÕ,H·lkovaxKopernÌkova,,mÌstnÌkomunikace,,364184,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,393053.0,GN_V0.1UIR-ADR_410,1
30506190065,5,,2019-01-31,4,839,4,0,0,1,1,2,508,0,0,1,25,2,3,1,1,1,1,1,1,0,0,1,1,1,0,,3,35.0,96,1.0,0.0,1.0,0.0,1.0,3.0,20,2.0,1.0,1.0,,,"-820703,952","-1071353,038","-820702,723","-1071356,048",PLZE“2-V›CHODNÕPÿEDMÃSTÕ,»·stkova,,silnice3.t¯Ìdy,18019,1314851,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,392413.0,GN_V0.1UIR-ADR_410,1
30506190066,6,,2019-01-31,4,900,3,0,6,2,1,2,504,0,0,0,350,5,6,1,1,1,1,1,1,0,0,0,1,1,0,,7,19.0,06,3.0,0.0,1.0,0.0,1.0,5.0,0,3.0,1.0,1.0,,,"-826684,828","-1070750,264","-826668,093","-1070759,694",PLZE“3-VALCHA,Valcha,,mÌstnÌkomunikace,,3260030,,,Pomal˝,554791.0,392651.0,GN_V0.1UIR-ADR_410,1
30506190067,2,180.0,2019-02-01,5,646,1,1,0,1,1,2,205,0,2,0,1500,2,3,1,6,6,1,1,1,3,5,0,3,2,0,,3,13.0,09,1.0,1.0,1.0,1.0,1.0,1.0,1000,2.0,1.0,1.0,"-814016,761","-1069169,43","-814016,761","-1069169,43","-814012,069","-1069173,553",,,,silnice2.t¯Ìdy,180,1846312,,OpaËn˝kesmÏru˙seku,Pomal˝,559130.0,,GN_V0.1UIR-ADR_410,2
30506190068,5,,2019-02-01,5,1204,4,0,0,1,3,2,100,0,0,1,700,2,1,1,1,1,1,1,1,0,0,0,1,1,0,,3,39.0,18,1.0,0.0,1.0,0.0,1.0,1.0,700,3.0,1.0,1.0,,,"-822372,096","-1070268,495","-822372,256","-1070268,506",PLZE“3-JIéNÕPÿEDMÃSTÕ,Prokopova,,mÌstnÌkomunikace,,364186,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,397164.0,GN_V0.1UIR-ADR_410,1
30506190069,1,27.0,2019-02-01,5,1335,3,0,4,2,1,2,508,0,0,0,1200,2,1,1,1,1,1,2,1,3,3,5,2,1,0,,3,17.0,17,1.0,0.0,1.0,0.0,1.0,1.0,1100,3.0,1.0,1.0,"-824253,652","-1076458,842","-824253,652","-1076458,842","-824254,403","-1076458,489",,,,silnice1.t¯Ìdy,27,1439990,,Souhlasn˝sesmÏrem˙seku,Pomal˝,554791.0,,GN_V0.1UIR-ADR_410,2
30506190070,6,,2019-02-01,5,2318,3,0,3,2,1,2,201,0,0,0,60,2,3,1,1,4,1,1,1,0,0,1,1,1,0,,3,17.0,09,1.0,0.0,1.0,0.0,1.0,5.0,10,2.0,1.0,1.0,"-821058,695","-1069913,199","-821058,695","-1069913,199","-821061,108","-1069917,272",PLZE“3-V›CHODNÕPÿEDMÃSTÕ,UPrazdroje,,mÌstnÌkomunikace,,2537251,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,398942.0,GN_V0.1UIR-ADR_410,1
30506190071,6,,2019-02-02,6,115,5,0,0,2,4,0,100,0,0,0,20,2,3,1,1,4,1,1,1,0,0,0,1,1,0,,8,78.0,15,5.0,0.0,1.0,0.0,1.0,5.0,10,4.0,1.0,1.0,,,"-819662,104","-1073947,043","-819661,914","-1073947,272",PLZE“2-KOTEROV,NaLipce,,silnice3.t¯Ìdy,18020,377504,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,395692.0,GN_V0.1UIR-ADR_410,1
30506190072,5,,2019-02-03,0,825,2,0,0,1,1,2,204,0,0,1,250,2,6,1,1,1,1,1,1,3,3,0,5,2,10,,3,26.0,06,1.0,1.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,,,"-819003,408","-1068939,53","-819002,979","-1068940,559",PLZE“4-DOUBRAVKA,Z·bÏlsk·xKeSv.Ji¯Ì,,silnice2.t¯Ìdy,233,358667,,OpaËn˝kesmÏru˙seku,Pomal˝,554791.0,399931.0,GN_V0.1UIR-ADR_410,1
30806190001,3,1783.0,2019-01-01,2,1550,9,0,0,2,1,2,501,0,0,0,800,2,3,1,1,1,1,1,8,0,0,0,3,1,0,,3,35.0,05,1.0,0.0,1.0,0.0,1.0,1.0,800,3.0,1.0,1.0,"-802387,09","-1083260,794","-802387,09","-1083260,794","-802372,868","-1083265,827",,,,silnice3.t¯Ìdy,1783,2212A0632212A064,"0,468067",OpaËn˝kesmÏru˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190002,3,1783.0,2019-01-03,4,2209,1,1,0,1,1,2,501,0,0,3,1000,2,5,1,6,6,1,1,1,0,0,0,3,2,0,,3,35.0,07,1.0,0.0,1.0,1.0,1.0,1.0,400,2.0,1.0,1.0,"-802387,09","-1083260,794","-802387,09","-1083260,794","-802372,868","-1083265,827",,,,silnice3.t¯Ìdy,1783,2212A0632212A064,"0,468067",OpaËn˝kesmÏru˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190003,3,11731.0,2019-01-04,5,745,1,2,0,2,1,2,204,0,0,0,2000,2,5,1,1,2,1,1,1,0,0,0,1,2,0,,3,35.0,08,1.0,1.0,1.0,0.0,1.0,3.0,500,2.0,1.0,1.0,"-807880,008","-1081427,166","-807866,58","-1081438,983","-807866,347","-1081439,186",,,,silnice3.t¯Ìdy,11731,2211A1002211A101,"1,586436",Souhlasn˝sesmÏrem˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190004,2,232.0,2019-01-05,6,1500,9,0,0,2,1,2,511,0,0,0,100,2,3,1,3,1,1,1,1,0,0,0,1,1,0,,3,32.0,99,1.0,0.0,1.0,0.0,1.0,3.0,100,2.0,1.0,1.0,"-805503,513","-1065350,073","-805471,822","-1065336,645","-805469,332","-1065340,038",B¯ezina,,,silnice2.t¯Ìdy,232,347753,"0,016413",OpaËn˝kesmÏru˙seku,Pomal˝,559733.0,,SN_20050929UIR-ADR_410,1
30806190005,3,1783.0,2019-01-08,2,1620,3,0,9,2,1,2,204,0,0,0,500,2,3,1,4,3,1,1,8,0,0,7,3,1,0,,3,17.0,16,1.0,1.0,1.0,0.0,1.0,3.0,400,3.0,1.0,1.0,"-803051,376","-1080696,212","-803051,376","-1080696,212","-803049,878","-1080696,265",,,,silnice3.t¯Ìdy,1783,1828385,,OpaËn˝kesmÏru˙seku,Pomal˝,579131.0,,GN_V0.1UIR-ADR_410,2
30806190006,3,11724.0,2019-01-09,3,1900,1,2,0,1,1,2,204,0,0,2,1000,2,8,1,5,7,3,1,3,0,0,10,2,2,0,,3,47.0,98,1.0,1.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,"-803797,189","-1077203,205","-803797,189","-1077203,205","-803795,6","-1077202,451",,,,silnice3.t¯Ìdy,11724,3094783,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559822.0,,GN_V0.1UIR-ADR_410,2
30806190007,2,232.0,2019-01-10,4,820,9,0,0,1,1,2,204,0,0,1,2500,2,8,1,5,1,1,1,1,0,0,0,3,1,0,,7,19.0,06,3.0,1.0,1.0,0.0,3.0,3.0,2000,3.0,1.0,1.0,"-806501,521","-1066873,759","-806501,521","-1066873,759","-806500,092","-1066873,72",,,,silnice2.t¯Ìdy,232,1344557,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560057.0,,GN_V0.1UIR-ADR_410,2
30806190008,2,605.0,2019-01-10,4,2230,3,0,4,1,1,2,511,0,0,1,300,2,5,1,6,6,1,1,1,0,0,0,3,1,0,,3,32.0,08,1.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-801664,258","-1070928,485","-801664,258","-1070928,485","-801664,19","-1070929,051",,,,silnice2.t¯Ìdy,605,1474015,,OpaËn˝kesmÏru˙seku,Pomal˝,541176.0,,GN_V0.1UIR-ADR_410,2
30806190009,2,605.0,2019-01-12,6,1150,5,0,0,2,4,0,100,0,0,0,200,2,3,1,5,1,1,1,1,0,0,0,1,1,0,,3,16.0,12,1.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-801361,937","-1070783,995","-801361,937","-1070783,995","-801357,667","-1070789,881",,,,silnice2.t¯Ìdy,605,1234A0191233A022,"1,529911",Souhlasn˝sesmÏrem˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190010,2,605.0,2019-01-13,0,1850,4,0,0,1,1,2,412,0,0,1,100,2,3,1,1,4,1,1,1,0,5,1,1,1,0,,3,29.0,04,1.0,0.0,1.0,0.0,1.0,1.0,100,3.0,1.0,1.0,"-806698,81","-1072858,191","-806698,81","-1072858,191","-806697,982","-1072859,036",Rokycany,Praûsk·,,silnice2.t¯Ìdy,605,715918,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559717.0,538906.0,GN_V0.1UIR-ADR_410,1
30806190011,7,,2019-01-17,4,1505,3,0,9,2,1,2,511,0,0,0,105,1,1,1,1,1,1,1,8,0,0,0,1,1,0,,3,39.0,15,12.0,0.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,"-806901,704","-1072865,209","-806901,704","-1072865,209","-806909,534","-1072877,742",Rokycany,Jir·skova,,silnice2.t¯Ìdy,605,373813,,OpaËn˝kesmÏru˙seku,Pomal˝,559717.0,538256.0,GN_V0.1UIR-ADR_410,1
30806190012,2,605.0,2019-01-17,4,2210,1,2,0,1,1,0,502,0,0,1,23,2,3,1,3,7,1,1,3,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-797490,641","-1069254,902","-797490,641","-1069254,902","-797491,158","-1069253,868",,,,silnice2.t¯Ìdy,605,2359644,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560014.0,,GN_V0.1UIR-ADR_410,2
30806190013,3,11731.0,2019-01-18,5,745,5,0,0,2,4,0,100,0,0,0,180,2,8,1,1,2,1,1,1,0,0,0,1,1,0,,3,39.0,18,3.0,0.0,1.0,0.0,1.0,1.0,150,2.0,1.0,1.0,"-806202,213","-1080218,42","-806202,213","-1080218,42","-806202,976","-1080217,303",,,,silnice3.t¯Ìdy,11731,2211A0552211A100,"0,824041",OpaËn˝kesmÏru˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190014,6,,2019-01-22,2,1025,4,0,0,1,1,2,504,0,0,1,0,1,1,1,1,1,1,1,1,0,0,10,1,1,0,,5,47.0,16,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,"-806747,119","-1072917,901","-806747,119","-1072917,901","-806736,651","-1072910,793",Rokycany,,,mÌstnÌkomunikace,,1436473,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559717.0,,GN_V0.1UIR-ADR_410,1
30806190015,3,2329.0,2019-01-22,2,1418,5,0,0,2,4,0,100,0,0,0,400,2,1,1,1,1,1,1,1,0,0,0,1,1,0,,3,31.0,09,1.0,0.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-804994,851","-1062639,059","-804994,851","-1062639,059","-804993,993","-1062639,482",,,,silnice3.t¯Ìdy,2329,1233A0731233A141,"1,080188",OpaËn˝kesmÏru˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190016,6,,2019-01-22,2,1510,1,4,0,1,1,2,503,0,0,2,301,2,1,1,1,1,1,1,1,0,0,0,3,3,0,,3,39.0,02,3.0,0.0,1.0,0.0,1.0,5.0,1,2.0,1.0,1.0,"-806699,104","-1072792,597","-806711,421","-1072790,455","-806710,531","-1072791,066",Rokycany,Jir·skova,,mÌstnÌkomunikace,,2636600,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559717.0,538817.0,GN_V0.1UIR-ADR_410,1
30806190017,6,,2019-01-23,3,1155,3,0,3,2,1,2,504,0,0,0,100,2,1,1,1,1,1,1,1,0,0,0,1,1,0,,5,12.0,03,1.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,"-807100,574","-1072663,123","-807107,02","-1072660,437","-807106,809","-1072660,065",Rokycany,JosefaKnihy,,mÌstnÌkomunikace,,727733,"0,003167",Souhlasn˝sesmÏrem˙seku,Pomal˝,559717.0,538264.0,SN_20050929UIR-ADR_410,1
30806190018,6,,2019-01-24,4,1455,3,0,3,2,1,2,511,0,0,0,700,2,1,1,1,1,1,1,3,0,0,0,1,1,0,,3,39.0,16,3.0,0.0,1.0,0.0,1.0,5.0,600,2.0,1.0,1.0,-792578,"-1061544,716",-792578,"-1061544,716","-792577,669","-1061545,8",Zbiroh,Masarykovon·mÏstÌ,,mÌstnÌkomunikace,,336907,"0,070246",OpaËn˝kesmÏru˙seku,Pomal˝,560260.0,539643.0,SN_20050929UIR-ADR_410,1
30806190019,2,605.0,2019-01-26,6,658,2,0,0,2,1,2,504,0,0,0,450,2,6,1,5,4,1,1,1,0,0,10,1,2,0,,3,42.0,16,3.0,0.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-806302,421","-1072506,104","-806302,421","-1072506,104","-806300,045","-1072519,042",Rokycany,Praûsk·,,silnice2.t¯Ìdy,605,372750,"0,127517",OpaËn˝kesmÏru˙seku,Pomal˝,559717.0,538906.0,SN_20050929UIR-ADR_410,1
30806190020,2,605.0,2019-01-26,6,942,9,0,0,2,1,2,204,0,0,0,300,2,5,1,5,3,1,1,1,0,0,0,3,1,0,,3,7.0,15,1.0,1.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-795516,137","-1068309,739","-795516,137","-1068309,739","-795512,941","-1068312,351",,,,silnice2.t¯Ìdy,605,1234A0161234A020,"0,959609",Souhlasn˝sesmÏrem˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190021,6,,2019-01-26,6,1030,2,0,0,2,1,2,511,0,0,0,150,2,6,1,5,1,1,1,1,0,0,0,1,2,0,,5,19.0,14,3.0,0.0,1.0,0.0,1.0,5.0,0,2.0,1.0,1.0,"-810981,243","-1064924,406","-810981,243","-1064924,406","-810982,308","-1064934,681",SmÏdËice,,,mÌstnÌkomunikace,,346577,"0,117005",OpaËn˝kesmÏru˙seku,Pomal˝,540722.0,,SN_20050929UIR-ADR_410,1
30806190022,3,23218.0,2019-01-26,6,1450,1,3,0,2,1,2,204,0,0,0,700,2,6,1,1,1,1,1,1,0,0,0,3,2,0,,3,25.0,01,1.0,1.0,1.0,0.0,1.0,1.0,400,3.0,1.0,1.0,"-804422,643","-1054855,889","-804422,643","-1054855,889","-804422,526","-1054856,104",,,,silnice3.t¯Ìdy,23218,1231A1001231A099,"2,198053",OpaËn˝kesmÏru˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190023,6,,2019-01-27,0,1705,9,0,0,1,2,2,511,0,0,1,0,3,1,1,1,2,1,0,6,0,0,0,1,1,0,,13,0.0,,1.0,0.0,0.0,0.0,1.0,5.0,0,8.0,1.0,1.0,"-803734,759","-1076589,392","-803736,365","-1076597,96","-803736,266","-1076599,214",Hr·dek,1.m·je,,mÌstnÌkomunikace,,2843251,,OpaËn˝kesmÏru˙seku,Pomal˝,559822.0,536831.0,GN_V0.1UIR-ADR_410,1
30806190024,2,183.0,2019-01-29,2,1235,1,2,0,2,1,2,403,0,0,0,1500,2,1,1,1,1,1,1,1,3,3,0,5,2,19,7.0,3,39.0,16,3.0,0.0,1.0,0.0,1.0,13.0,600,2.0,1.0,1.0,"-808153,802","-1071443,623","-808156,479","-1071435,59","-808157,007","-1071435,478",,,,silnice2.t¯Ìdy,183,368547,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559717.0,,GN_V0.1UIR-ADR_410,2
30806190025,3,1182.0,2019-01-30,3,755,9,0,0,2,1,2,204,0,0,0,500,2,6,1,1,1,1,1,1,0,0,0,2,1,0,,3,7.0,04,1.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,"-792605,151","-1067682,141","-792605,151","-1067682,141","-792581,148","-1067691,25",,,,silnice3.t¯Ìdy,1182,1234A0841234A085,"0,310812",Souhlasn˝sesmÏrem˙seku,Pomal˝,,,ULS_20050701UIR-ADR_410,2
30806190026,6,,2019-02-02,6,1050,1,2,0,2,1,2,501,0,0,0,500,2,3,1,3,1,1,1,1,0,0,0,3,2,0,,3,39.0,11,1.0,0.0,1.0,0.0,1.0,5.0,150,2.0,1.0,1.0,"-791432,456","-1066946,377","-791432,456","-1066946,377","-791432,682","-1066947,041",Ka¯Ìzek,,,mÌstnÌkomunikace,,352918,"0,694801",OpaËn˝kesmÏru˙seku,Pomal˝,530361.0,,SN_20050929UIR-ADR_410,1
31006190001,2,230.0,2019-01-01,2,1855,6,0,0,2,4,0,100,0,0,0,120,2,3,1,4,7,1,2,1,0,0,0,1,1,0,,3,39.0,02,1.0,0.0,1.0,0.0,1.0,1.0,100,3.0,1.0,1.0,"-855316,922","-1057834,39","-855316,922","-1057834,39","-855315,383","-1057832,763",,,,silnice2.t¯Ìdy,230,3259823,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560812.0,,GN_V0.1UIR-ADR_410,2
31006190002,3,19330.0,2019-01-02,3,1225,3,0,3,2,1,2,205,0,0,0,500,2,8,1,5,1,1,1,1,0,0,3,3,1,0,,8,59.0,05,3.0,1.0,1.0,0.0,1.0,1.0,300,4.0,1.0,1.0,"-843218,276","-1060924,433","-843218,276","-1060924,433","-843215,708","-1060915,685",,,,silnice3.t¯Ìdy,19330,1849012,,OpaËn˝kesmÏru˙seku,Pomal˝,560855.0,,GN_V0.1UIR-ADR_410,2
31006190003,6,,2019-01-02,3,1313,3,0,2,2,1,2,510,0,0,0,150,2,6,1,5,1,1,1,1,0,0,0,1,1,0,,5,62.0,10,3.0,0.0,1.0,0.0,1.0,5.0,0,4.0,1.0,1.0,"-849551,603","-1050398,159","-849551,603","-1050398,159","-849538,407","-1050396,64",,,,mÌstnÌkomunikace,,1848321,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541494.0,,GN_V0.1UIR-ADR_410,2
31006190004,6,,2019-01-03,4,935,2,0,0,2,1,2,204,0,0,0,500,2,6,1,1,1,1,1,1,0,0,0,1,2,0,,3,39.0,11,3.0,0.0,1.0,0.0,1.0,5.0,400,3.0,1.0,1.0,"-874344,173","-1055707,093","-874344,173","-1055707,093","-874345,28","-1055713,663",Tachov,KarolinySvÏtlÈ,,mÌstnÌkomunikace,,826874,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560715.0,581780.0,GN_V0.1UIR-ADR_410,1
31006190005,6,,2019-01-03,4,1030,1,3,0,2,1,8,404,0,0,0,1100,2,6,1,1,1,1,1,1,3,5,0,4,2,10,6.0,3,47.0,09,1.0,0.0,1.0,0.0,1.0,5.0,500,2.0,5.0,1.0,"-865484,434","-1066887,811","-865484,434","-1066887,811","-865482,889","-1066887,521",Bor,Finsk·,,mÌstnÌkomunikace,,352763,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560758.0,579408.0,GN_V0.1UIR-ADR_410,1
31006190006,3,19853.0,2019-01-04,5,950,3,0,9,2,1,2,204,0,0,0,130,2,6,1,6,1,1,1,1,0,0,0,3,1,0,,3,39.0,13,9.0,1.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,"-875548,366","-1059334,249","-875548,366","-1059334,249","-875550,311","-1059333,764",,,,silnice3.t¯Ìdy,19853,3090745,,OpaËn˝kesmÏru˙seku,Pomal˝,560839.0,,GN_V0.1UIR-ADR_410,2
