IDENTIFIKA»NÕ »ÕSLO,DRUH POZEMNÕ KOMUNIKACE,»ÕSLO POZEMNÕ KOMUNIKACE,"den, mÏsÌc, rok",,Ëas ,DRUH NEHODY,DRUH SR¡éKY JEDOUCÕCH VOZIDEL,DRUH PEVN… PÿEK¡éKY,CHARAKTER NEHODY,ZAVINÃNÕ NEHODY,ALKOHOL U VINÕKA NEHODY PÿÕTOMEN,HLAVNÕ PÿÕ»INY NEHODY,usmrceno osob,tÏûce zranÏno osob,lehce zranÏno osob,CELKOV¡ HMOTN¡ äKODA,DRUH POVRCHU VOZOVKY,STAV POVRCHU VOZOVKY V DOBÃ NEHODY,STAV KOMUNIKACE,POVÃTRNOSTNÕ PODMÕNKY V DOBÃ NEHODY,VIDITELNOST,ROZHLEDOV… POMÃRY,DÃLENÕ KOMUNIKACE,SITUOV¡NÕ NEHODY NA KOMUNIKACI,ÿÕZENÕ PROVOZU V DOBÃ NEHODY,MÕSTNÕ ⁄PRAVA PÿEDNOSTI V JÕZDÃ,SPECIFICK¡ MÕSTA A OBJEKTY V MÕSTÃ NEHODY,SMÃROV… POMÃRY,PO»ET Z⁄»ASTNÃN›CH VOZIDEL,MÕSTO DOPRAVNÕ NEHODY,DRUH KÿIéUJÕCÕ KOMUNIKACE,DRUH VOZIDLA,V›ROBNÕ ZNA»KA MOTOROV…HO VOZIDLA,ROK V›ROBY VOZIDLA,CHARAKTERISTIKA VOZIDLA ,SMYK,VOZIDLO PO NEHODÃ,"⁄NIK PROVOZNÕCH, PÿEPRAVOVAN›CH HMOT",ZPŸSOB VYPROäTÃNÕ OSOB Z VOZIDLA,SMÃR JÕZDY NEBO POSTAVENÕ VOZIDLA,äKODA NA VOZIDLE,KATEGORIE ÿIDI»E,STAV ÿIDI»E,VNÃJäÕ OVLIVNÃNÕ ÿIDI»E,nan.1,nan.2,nan.3,nan.4,nan.5,nan.6,nan.7,nan.8,nan.9,nan.10,nan.11,nan.12,nan.13,nan.14,nan.15,nan.16,nan.17,nan.18,LOKALITA NEHODY
31006190007,2,199.0,2019-01-05,6,1330,3,0,9,2,1,2,204,0,0,0,600,2,8,1,4,1,1,1,1,0,0,0,3,1,0,,3,7.0,12,1.0,1.0,1.0,0.0,1.0,1.0,600,2.0,1.0,1.0,"-884770,963","-1052778,38","-884770,963","-1052778,38","-884771,888","-1052791,421",,,,silnice2.t¯Ìdy,199,948536,,OpaËn˝kesmÏru˙seku,Pomal˝,560863.0,,GN_V0.1UIR-ADR_410,2
31006190008,6,,2019-01-01,2,2560,2,0,0,2,1,0,504,0,0,0,200,2,0,12,1,1,1,0,0,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,,,,,NEZJIäTÃNO,,,,,,,,,,,,1
31006190009,2,199.0,2019-01-05,6,2005,3,0,1,1,1,2,204,0,0,1,300,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,99.0,01,9.0,0.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-885285,368","-1052756,811","-885285,368","-1052756,811","-885285,084","-1052751,273",,,,silnice2.t¯Ìdy,199,974188,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541443.0,,GN_V0.1UIR-ADR_410,2
31006190010,6,,2019-01-09,3,1045,3,0,9,2,1,2,508,0,0,0,200,3,5,1,1,1,1,1,1,0,0,0,3,1,0,,6,26.0,16,9.0,0.0,1.0,0.0,1.0,5.0,100,3.0,1.0,1.0,"-879020,03","-1068896,48","-879020,03","-1068896,48","-879019,991","-1068896,572",Rozvadov,,,mÌstnÌkomunikace,,2537615,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561169.0,,GN_V0.1UIR-ADR_410,1
31006190011,0,5.0,2019-01-09,3,1148,0,0,0,2,1,2,516,0,0,0,150,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,7,10.0,15,3.0,0.0,1.0,0.0,1.0,1.0,0,3.0,1.0,1.0,"-862124,649","-1063000,702","-862124,649","-1063000,702","-862127,046","-1063009,064",,,,d·lnice,D5,715044,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560758.0,,GN_V0.1UIR-ADR_410,2
31006190012,6,,2019-01-08,2,2560,3,0,6,2,1,0,504,0,0,0,50,2,3,1,1,4,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-850119,253","-1064861,562","-850119,253","-1064861,562","-850120,069","-1064883,744",St¯Ìbro,Z·padnÌP¯edmÏstÌ,,mÌstnÌkomunikace,,1794431,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,,GN_V0.1UIR-ADR_410,1
31006190013,2,199.0,2019-01-09,3,1604,0,0,0,2,1,0,516,0,0,0,300,2,3,1,1,1,1,1,1,0,0,0,3,2,0,,17,,XX,,,,,,,0,,,,"-871740,026","-1058049,421","-871740,026","-1058049,421","-871742,364","-1058059,226",,,,silnice2.t¯Ìdy,199,950834,,OpaËn˝kesmÏru˙seku,Pomal˝,560804.0,,GN_V0.1UIR-ADR_410,2
31006190014,3,19850.0,2019-01-10,4,1600,3,0,2,2,1,2,205,0,0,0,600,2,3,1,1,1,1,1,8,0,0,0,2,1,0,,3,7.0,99,1.0,1.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,"-870041,376","-1061149,099","-870041,376","-1061149,099","-870040,48","-1061149,969",,,,silnice3.t¯Ìdy,19850,1849023,,OpaËn˝kesmÏru˙seku,Pomal˝,561185.0,,GN_V0.1UIR-ADR_410,2
31006190015,2,193.0,2019-01-11,5,1250,1,2,0,2,1,2,501,0,0,0,50,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,3,35.0,08,1.0,0.0,1.0,0.0,1.0,1.0,0,2.0,1.0,1.0,,,"-848422,142","-1064240,626","-848420,268","-1064242,363",St¯Ìbro,PalackÈho,,silnice2.t¯Ìdy,193,344465,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,581224.0,GN_V0.1UIR-ADR_410,1
31006190016,3,19333.0,2019-01-11,5,1535,1,1,0,2,1,2,204,0,0,0,300,2,6,1,5,3,1,1,1,0,0,0,2,2,0,,3,35.0,03,1.0,0.0,1.0,0.0,1.0,3.0,200,2.0,1.0,1.0,"-847857,665","-1072229,719","-847857,665","-1072229,719","-847858,229","-1072229,427",,,,silnice3.t¯Ìdy,19333,372938,,OpaËn˝kesmÏru˙seku,Pomal˝,503916.0,,GN_V0.1UIR-ADR_410,2
31006190017,6,,2019-01-11,5,2229,1,2,0,2,1,9,204,0,0,0,500,2,3,1,1,4,1,1,1,0,0,6,3,2,0,,3,32.0,97,1.0,1.0,1.0,0.0,1.0,5.0,100,2.0,5.0,1.0,"-849182,882","-1065922,144","-849173,242","-1065935,532","-849173,272","-1065935,502",St¯Ìbro,VrchlickÈho,,mÌstnÌkomunikace,,349629,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,581518.0,GN_V0.1UIR-ADR_410,1
31006190018,6,,2019-01-11,5,2560,2,0,0,2,1,0,504,0,0,0,150,2,3,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-849088,97","-1064255,664","-849088,97","-1064255,664","-849090,147","-1064244,384",St¯Ìbro,MÌrov·,,mÌstnÌkomunikace,,1761838,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,581135.0,GN_V0.1UIR-ADR_410,1
31006190019,2,605.0,2019-01-15,2,855,9,0,0,1,1,2,508,0,0,1,400,2,1,1,1,1,1,1,8,0,0,0,1,1,0,,3,8.0,09,1.0,0.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,"-858949,59","-1066824,22","-858949,59","-1066824,22","-858949,665","-1066822,787",,,,silnice2.t¯Ìdy,605,1344523,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560758.0,,GN_V0.1UIR-ADR_410,2
31006190020,3,19912.0,2019-01-16,3,824,9,0,0,2,1,2,204,0,0,0,600,2,8,1,1,1,1,0,8,0,0,0,3,1,0,,3,39.0,11,1.0,1.0,1.0,0.0,1.0,1.0,600,2.0,1.0,1.0,"-878793,999","-1054868,587","-878793,999","-1054868,587","-878801,655","-1054856,986",,,,silnice3.t¯Ìdy,19912,1344072,,Souhlasn˝sesmÏrem˙seku,Pomal˝,541532.0,,GN_V0.1UIR-ADR_410,2
31006190021,2,230.0,2019-01-16,3,1415,3,0,9,2,1,2,402,0,0,0,10,2,1,1,1,1,1,2,3,3,3,0,4,2,19,6.0,3,39.0,17,1.0,0.0,1.0,0.0,1.0,23.0,0,3.0,1.0,1.0,"-847154,867","-1070682,933","-847137,141","-1070689,916","-847136,755","-1070689,906",,,,silnice2.t¯Ìdy,230,1437858,,OpaËn˝kesmÏru˙seku,Pomal˝,503916.0,,GN_V0.1UIR-ADR_410,2
31006190022,3,19923.0,2019-01-16,3,2200,9,0,0,1,1,2,204,0,0,1,600,2,6,1,1,6,1,0,3,0,0,0,3,1,0,,3,4.0,08,1.0,1.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-880455,629","-1051612,198","-880455,629","-1051612,198","-880455,362","-1051611,93",,,,silnice3.t¯Ìdy,19923,1850907,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560863.0,,GN_V0.1UIR-ADR_410,2
31006190023,6,,2019-01-19,6,1025,1,4,0,2,1,2,503,0,0,0,800,2,3,1,1,1,1,1,1,0,0,0,1,4,0,,3,25.0,13,1.0,0.0,1.0,0.0,1.0,5.0,250,2.0,1.0,1.0,,,"-866158,636","-1043228,876","-866159,51","-1043229,347",,,,mÌstnÌkomunikace,230;19,275359,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560901.0,,GN_V0.1UIR-ADR_410,2
31006190024,6,,2019-01-20,0,845,3,0,6,2,1,2,204,0,0,0,500,2,6,1,1,1,1,1,1,0,0,0,3,1,0,,3,4.0,00,1.0,1.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,"-874287,693","-1056386,952","-874287,693","-1056386,952","-874289,124","-1056379,288",Tachov,Chodsk·,,mÌstnÌkomunikace,,1473124,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560715.0,581691.0,GN_V0.1UIR-ADR_410,1
31006190025,6,,2019-01-19,6,2560,2,0,0,2,1,0,502,0,0,0,50,2,3,1,1,4,1,1,3,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,"-850154,293","-1069243,624","-850154,293","-1069243,624","-850152,015","-1069242,094",,,,mÌstnÌkomunikace,193;20,1852476,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560928.0,,GN_V0.1UIR-ADR_410,2
31006190026,2,198.0,2019-01-21,1,700,1,4,0,1,1,2,204,0,0,1,200,2,5,1,1,4,1,1,1,0,0,0,1,2,0,,3,39.0,10,1.0,1.0,1.0,0.0,1.0,1.0,100,3.0,1.0,1.0,"-874336,73","-1055861,414","-874336,73","-1055861,414","-874353,912","-1055858,962",Tachov,Panensk·,,mÌstnÌkomunikace,198,319777,,OpaËn˝kesmÏru˙seku,Pomal˝,560715.0,581976.0,GN_V0.1UIR-ADR_410,1
31006190027,3,20161.0,2019-01-21,1,1130,3,0,2,2,1,2,508,0,0,0,210,2,3,1,1,1,1,1,1,0,0,0,1,1,0,,3,39.0,06,1.0,0.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-848632,904","-1047619,63","-848639,35","-1047625,539","-848638,304","-1047623,974",Bezdruûice,n·mÏstÌKryötofaHaranta,,silnice3.t¯Ìdy,20161,1851313,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560740.0,579262.0,GN_V0.1UIR-ADR_410,1
31006190028,6,,2019-01-18,5,2560,2,0,0,2,1,0,504,0,0,0,100,2,1,1,1,1,1,1,1,0,0,0,1,2,0,,17,,XX,,,,,,,0,,,,,,,,,,TACHOV,,,,,,,,,,,,1
31006190029,6,,2019-01-24,4,1000,9,0,0,2,1,0,504,0,0,0,120,2,6,1,1,1,1,0,3,0,0,0,1,1,0,,5,62.0,14,3.0,0.0,1.0,0.0,1.0,5.0,20,3.0,1.0,1.0,"-874012,62","-1055851,515","-874012,62","-1055851,515","-874017,162","-1055839,018",Tachov,Stadtrodsk·,,mÌstnÌkomunikace,,1473295,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560715.0,582131.0,GN_V0.1UIR-ADR_410,1
31006190030,2,193.0,2019-01-26,6,920,1,2,0,2,1,2,409,0,0,0,400,2,5,1,5,1,1,1,1,0,0,10,1,2,0,,3,13.0,94,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,"-848721,11","-1064524,276","-848721,11","-1064524,276","-848721,301","-1064523,972",St¯Ìbro,PalackÈho,,silnice2.t¯Ìdy,193,345117,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,581224.0,GN_V0.1UIR-ADR_410,1
31006190031,6,,2019-01-01,2,2560,3,0,2,2,1,0,516,0,0,0,100,2,0,1,1,4,1,1,1,0,0,0,3,1,0,,17,,XX,,,,,,,0,,,,"-866272,061","-1046972,534","-866272,061","-1046972,534","-866273,588","-1046972,17",Chodov·Plan·,,,mÌstnÌkomunikace,,1437347,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560901.0,,GN_V0.1UIR-ADR_410,1
31006190032,6,,2019-01-21,1,2560,3,0,2,2,1,0,516,0,0,0,500,2,0,1,1,1,1,1,1,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-865794,578","-1066614,248","-865794,578","-1066614,248","-865796,196","-1066619,676",Bor,P¯imdsk·,,mÌstnÌkomunikace,,1851964,,OpaËn˝kesmÏru˙seku,Pomal˝,560758.0,579513.0,GN_V0.1UIR-ADR_410,1
31006190033,1,21.0,2019-01-29,2,610,3,0,2,1,1,2,501,0,0,1,5200,2,3,1,1,4,1,1,6,3,3,1,4,1,29,6.0,7,40.0,13,3.0,0.0,1.0,0.0,3.0,11.0,3000,3.0,1.0,1.0,"-866166,2","-1049586,516","-866166,2","-1049586,516","-866164,077","-1049585,11",Plan·,,,silnice1.t¯Ìdy,21,2833007,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561134.0,,GN_V0.1UIR-ADR_410,1
31006190034,6,,2019-01-29,2,1440,3,0,6,2,1,2,204,0,0,0,150,2,6,1,1,1,1,1,1,0,0,0,3,1,0,,3,47.0,98,1.0,1.0,1.0,0.0,1.0,5.0,100,2.0,1.0,1.0,"-846218,094","-1068055,934","-846218,094","-1068055,934","-846217,023","-1068055,885",St¯Ìbro,,,mÌstnÌkomunikace,,3494095,,OpaËn˝kesmÏru˙seku,Pomal˝,561215.0,,GN_V0.1UIR-ADR_410,1
31006190035,2,230.0,2019-01-29,2,1820,3,0,1,1,1,2,204,0,0,1,260,2,3,1,1,6,1,1,1,0,0,0,1,1,0,,3,7.0,02,1.0,1.0,1.0,0.0,1.0,3.0,250,2.0,1.0,1.0,"-848299,215","-1067087,148","-848299,215","-1067087,148","-848299,919","-1067087,496",,,,silnice2.t¯Ìdy,230,1473846,,OpaËn˝kesmÏru˙seku,Pomal˝,561215.0,,GN_V0.1UIR-ADR_410,2
31006190036,6,,2019-01-21,1,1100,2,0,0,2,1,2,511,0,0,0,50,2,1,1,1,1,1,0,2,3,3,0,1,2,0,,3,39.0,08,1.0,0.0,1.0,0.0,1.0,5.0,20,2.0,1.0,1.0,,,"-848874,706","-1064969,121","-848874,707","-1064969,187",St¯Ìbro,Masarykovon·mÏstÌ,,mÌstnÌkomunikace,,1437086,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561215.0,581127.0,GN_V0.1UIR-ADR_410,1
31006190037,2,605.0,2019-01-30,3,1458,2,0,0,2,1,2,504,0,0,0,50,2,5,1,1,1,1,1,1,0,0,0,1,2,0,,3,47.0,15,12.0,0.0,1.0,0.0,1.0,3.0,0,2.0,1.0,1.0,"-879122,808","-1068978,593","-879122,808","-1068978,593","-879121,321","-1068973,134",,,,silnice2.t¯Ìdy,605,2633747,,Souhlasn˝sesmÏrem˙seku,Pomal˝,561169.0,,GN_V0.1UIR-ADR_410,2
31006190038,6,,2019-01-28,1,2230,3,0,3,2,1,9,506,0,0,0,60,2,3,1,1,4,1,1,6,0,0,1,2,1,0,,3,4.0,98,1.0,1.0,1.0,0.0,1.0,5.0,50,2.0,5.0,1.0,"-874267,869","-1055643,072","-874267,869","-1055643,072","-874264,199","-1055630,849",Tachov,BÏlojarsk·,,mÌstnÌkomunikace,,1672287,,Souhlasn˝sesmÏrem˙seku,Pomal˝,560715.0,581593.0,GN_V0.1UIR-ADR_410,1
31106190001,2,203.0,2019-01-01,2,320,9,0,0,1,2,2,511,0,0,1,5,2,3,1,1,6,1,1,3,0,0,0,1,1,0,,13,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,5,8.0,1.0,1.0,"-836708,628","-1071280,451","-836708,628","-1071280,451","-836707,217","-1071278,075",,,,silnice2.t¯Ìdy,203,3290086,,Souhlasn˝sesmÏrem˙seku,Pomal˝,558672.0,,GN_V0.1UIR-ADR_410,2
31106190002,6,,2019-01-03,4,1445,1,4,0,1,1,2,503,0,0,1,500,2,3,1,5,1,1,1,1,3,3,0,5,2,10,6.0,3,7.0,07,1.0,0.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,"-826466,384","-1078954,817","-826466,384","-1078954,817","-826461,767","-1078960,722",,,,mÌstnÌkomunikace,,391361,,Souhlasn˝sesmÏrem˙seku,Pomal˝,557676.0,,GN_V0.1UIR-ADR_410,2
31106190003,6,,2019-01-03,4,1650,9,0,0,2,1,2,511,0,0,0,300,3,6,1,1,2,1,1,1,0,0,0,1,1,0,,3,39.0,17,11.0,1.0,1.0,0.0,1.0,5.0,300,2.0,1.0,1.0,"-820283,517","-1054012,327","-820283,517","-1054012,327","-820283,297","-1054015,701",KaznÏjov,,,mÌstnÌkomunikace,,2641249,,OpaËn˝kesmÏru˙seku,Pomal˝,559008.0,,GN_V0.1UIR-ADR_410,1
31106190004,8,,2019-01-03,4,1700,3,0,9,2,1,2,204,0,0,0,600,2,6,1,1,6,1,1,1,0,0,0,1,1,0,,7,40.0,17,3.0,0.0,1.0,0.0,1.0,5.0,500,3.0,1.0,1.0,"-803011,098","-1104334,282","-803011,098","-1104334,282","-803011,259","-1104338,25",,,,mÌstnÌkomunikace,,3305724,,Souhlasn˝sesmÏrem˙seku,Pomal˝,557862.0,,GN_V0.1UIR-ADR_410,2
31106190005,2,203.0,2019-01-04,5,850,9,0,0,1,1,2,204,0,0,1,300,2,8,1,5,3,1,1,1,0,0,0,1,1,0,,3,31.0,00,1.0,1.0,1.0,0.0,1.0,1.0,300,2.0,1.0,1.0,"-830714,892","-1070463,8","-830714,892","-1070463,8","-830714,435","-1070466,276",,,,silnice2.t¯Ìdy,203,1472645,,OpaËn˝kesmÏru˙seku,Pomal˝,559580.0,,GN_V0.1UIR-ADR_410,2
31106190006,6,,2019-01-04,5,1015,3,0,3,2,1,2,204,0,0,0,250,2,6,1,1,1,1,1,8,3,3,0,4,1,10,6.0,3,47.0,05,1.0,1.0,1.0,0.0,1.0,5.0,200,2.0,1.0,1.0,"-829658,965","-1060379,045","-829658,965","-1060379,045","-829658,523","-1060376,701",,,,mÌstnÌkomunikace,,1823316,,OpaËn˝kesmÏru˙seku,Pomal˝,559288.0,,GN_V0.1UIR-ADR_410,2
31106190007,2,180.0,2019-01-04,5,1350,1,1,0,2,1,2,511,0,0,0,100,2,3,1,1,1,1,1,1,0,0,0,3,2,0,,5,10.0,16,3.0,0.0,3.0,0.0,1.0,1.0,0,3.0,1.0,1.0,"-833636,302","-1077994,24","-833636,302","-1077994,24","-833636,307","-1077998,591",,,,silnice2.t¯Ìdy,180,1844129,,OpaËn˝kesmÏru˙seku,Pomal˝,557838.0,,GN_V0.1UIR-ADR_410,2
31106190008,6,,2019-01-04,5,1430,3,0,6,2,1,0,204,0,0,0,10,2,6,1,1,1,1,1,8,0,0,0,1,1,0,,5,19.0,18,1.0,1.0,1.0,0.0,1.0,5.0,0,9.0,,,"-800826,803","-1100111,247","-800826,803","-1100111,247","-800824,602","-1100110,891",Mlad˝Smolivec,,,mÌstnÌkomunikace,,964504,,Souhlasn˝sesmÏrem˙seku,Pomal˝,558061.0,,GN_V0.1UIR-ADR_410,1
31106190009,2,230.0,2019-01-04,5,1505,3,0,9,2,1,0,504,0,0,0,700,2,3,1,1,1,1,1,8,0,0,0,1,1,0,,17,,XX,,,,,,,0,,,,"-839469,812","-1078978,578","-839469,812","-1078978,578","-839481,38","-1078986,454",Stod,St¯Ìbrsk·,,silnice2.t¯Ìdy,230,3229918,,Souhlasn˝sesmÏrem˙seku,Pomal˝,558389.0,390704.0,GN_V0.1UIR-ADR_410,1
31106190010,1,27.0,2019-01-06,0,550,1,3,0,1,1,2,402,0,0,3,5000,2,3,1,1,6,1,1,1,3,3,0,4,2,19,3.0,3,17.0,08,1.0,0.0,1.0,0.0,1.0,23.0,1000,4.0,1.0,1.0,"-827047,128","-1080514,975","-827047,128","-1080514,975","-827042,321","-1080516,456",,,,silnice1.t¯Ìdy,27,1844216,,Souhlasn˝sesmÏrem˙seku,Pomal˝,557676.0,,GN_V0.1UIR-ADR_410,2
31106190011,1,27.0,2019-01-06,0,2240,9,0,0,1,1,2,205,0,0,1,510,2,1,1,1,6,1,1,8,0,0,0,2,1,0,,3,47.0,08,1.0,1.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,"-827210,998","-1081084,89","-827210,998","-1081084,89","-827214,209","-1081084,111",,,,silnice1.t¯Ìdy,27,1845486,,OpaËn˝kesmÏru˙seku,Pomal˝,557676.0,,GN_V0.1UIR-ADR_410,2
31106190012,2,205.0,2019-01-07,1,1230,1,1,0,1,1,2,204,0,0,1,1800,2,3,1,1,1,1,1,1,0,0,0,3,3,0,,3,60.0,14,3.0,1.0,1.0,0.0,1.0,1.0,1000,2.0,1.0,1.0,"-829269,482","-1057947,874","-829269,482","-1057947,874","-829270,647","-1057947,88",,,,silnice2.t¯Ìdy,205,950549,,OpaËn˝kesmÏru˙seku,Pomal˝,559628.0,,GN_V0.1UIR-ADR_410,2
31106190013,1,20.0,2019-01-09,3,130,3,0,3,2,1,2,204,0,0,0,320,2,8,1,5,7,1,1,1,0,0,0,1,1,0,,3,44.0,01,1.0,1.0,1.0,1.0,1.0,1.0,300,2.0,1.0,5.0,"-839330,804","-1048810,922","-839330,804","-1048810,922","-839335,697","-1048814,812",,,,silnice1.t¯Ìdy,20,1825389,,OpaËn˝kesmÏru˙seku,Pomal˝,559563.0,,GN_V0.1UIR-ADR_410,2
31106190014,2,605.0,2019-01-09,3,650,9,0,0,1,1,2,204,0,0,1,800,2,6,1,1,6,1,1,8,0,0,0,1,1,0,,3,39.0,10,1.0,1.0,1.0,0.0,1.0,1.0,800,3.0,1.0,1.0,"-839002,001","-1065379,424","-839002,001","-1065379,424","-839003,998","-1065384,214",,,,silnice2.t¯Ìdy,605,3092425,,OpaËn˝kesmÏru˙seku,Pomal˝,559555.0,,GN_V0.1UIR-ADR_410,2
31106190015,1,20.0,2019-01-09,3,810,1,1,0,1,1,0,304,0,0,3,6050,2,3,1,5,1,1,1,1,3,3,0,1,3,0,,17,,XX,,,,,,,0,,,,"-827703,133","-1062037,987","-827703,133","-1062037,987","-827716,27","-1062051,55",,,,silnice1.t¯Ìdy,20,1825231,,OpaËn˝kesmÏru˙seku,Pomal˝,559211.0,,GN_V0.1UIR-ADR_410,2
31106190016,3,2319.0,2019-01-09,3,1230,9,0,0,1,1,2,204,0,0,1,50,2,5,1,5,3,1,1,8,0,0,0,3,1,0,,3,39.0,90,1.0,1.0,1.0,0.0,1.0,1.0,50,2.0,1.0,1.0,"-812854,304","-1048231,017","-812854,304","-1048231,017","-812848,121","-1048232,242",,,,silnice3.t¯Ìdy,2319,947109,,OpaËn˝kesmÏru˙seku,Pomal˝,566969.0,,GN_V0.1UIR-ADR_410,2
31106190017,1,27.0,2019-01-09,3,1302,1,3,0,1,1,2,402,0,0,2,2150,2,3,1,1,1,1,1,1,3,3,0,4,2,19,2.0,3,13.0,16,3.0,0.0,1.0,1.0,1.0,13.0,1500,2.0,1.0,1.0,"-820975,452","-1062182,182","-820975,452","-1062182,182","-820970,194","-1062181,241",,,,silnice1.t¯Ìdy,27,3305531,,OpaËn˝kesmÏru˙seku,Pomal˝,559521.0,,GN_V0.1UIR-ADR_410,2
31106190018,1,20.0,2019-01-09,3,2100,3,0,6,2,1,2,511,0,0,0,550,2,6,1,5,7,1,1,3,3,3,0,1,1,0,,3,39.0,17,1.0,0.0,1.0,0.0,1.0,1.0,500,2.0,1.0,1.0,"-815786,367","-1094825,139","-815786,367","-1094825,139","-815784,183","-1094824,315",,,,silnice1.t¯Ìdy,20,1731672,,Souhlasn˝sesmÏrem˙seku,Pomal˝,557803.0,,GN_V0.1UIR-ADR_410,2
31106190019,3,1807.0,2019-01-10,4,700,1,3,0,1,1,2,204,0,0,3,1000,2,8,1,5,7,1,1,1,0,0,0,2,2,0,,3,39.0,05,1.0,1.0,1.0,0.0,1.0,1.0,400,2.0,1.0,1.0,"-820895,076","-1060502,373","-820895,076","-1060502,373","-820895,194","-1060502,614",,,,silnice3.t¯Ìdy,1807,335682,,OpaËn˝kesmÏru˙seku,Pomal˝,559521.0,,GN_V0.1UIR-ADR_410,2
31106190020,1,27.0,2019-01-10,4,1240,3,0,9,1,1,2,204,0,0,1,250,2,3,1,5,3,1,1,3,0,0,0,3,1,0,,3,39.0,07,1.0,1.0,1.0,0.0,1.0,1.0,200,2.0,1.0,1.0,"-813801,659","-1046778,369","-813801,659","-1046778,369","-813798,487","-1046784,861",HADA»KA,,,silnice1.t¯Ìdy,27,1560595,,Souhlasn˝sesmÏrem˙seku,Pomal˝,566969.0,,GN_V0.1UIR-ADR_410,1
31106190021,2,203.0,2019-01-10,4,1425,1,4,0,1,1,2,204,0,0,2,400,2,5,1,5,1,1,1,1,0,0,0,1,2,0,,3,39.0,06,1.0,0.0,1.0,0.0,1.0,1.0,100,2.0,1.0,1.0,"-829494,493","-1070343,376","-829494,493","-1070343,376","-829494,757","-1070337,595",Vejprnice,PlzeÚsk·,,silnice2.t¯Ìdy,203,1670723,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559580.0,406805.0,GN_V0.1UIR-ADR_410,1
31106190022,3,1822.0,2019-01-10,4,1850,3,0,2,2,1,2,204,0,0,0,550,2,6,1,1,4,1,1,1,0,0,0,2,1,0,,3,27.0,15,1.0,1.0,1.0,0.0,1.0,3.0,400,2.0,1.0,1.0,"-835573,897","-1086987,371","-835573,897","-1086987,371","-835571,611","-1086988,927",SobÏkury,,,silnice3.t¯Ìdy,1822,3421154,,Souhlasn˝sesmÏrem˙seku,Pomal˝,558346.0,,GN_V0.1UIR-ADR_410,1
31106190023,3,23110.0,2019-01-11,5,608,1,3,0,2,1,2,204,0,0,0,450,2,6,1,1,6,1,1,1,0,0,0,2,2,0,,3,31.0,01,1.0,1.0,1.0,0.0,1.0,3.0,250,2.0,1.0,1.0,"-816083,239","-1049449,268","-816083,239","-1049449,268","-816082,355","-1049447,069",,,,silnice3.t¯Ìdy,23110,3406381,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559351.0,,GN_V0.1UIR-ADR_410,2
31106190024,6,,2019-01-11,5,829,2,0,0,2,1,0,502,0,0,0,50,2,6,1,1,1,1,1,1,0,0,0,3,2,0,,17,,XX,,,,,,,0,,,,"-820207,797","-1062824,522","-820204,016","-1062833,163","-820203,08","-1062833,002",T¯emoön·,äe¯Ìkov·,,mÌstnÌkomunikace,,2661318,,Souhlasn˝sesmÏrem˙seku,Pomal˝,559521.0,406171.0,GN_V0.1UIR-ADR_410,1
